Name,Month,Year,Sale Amount
Arnold,June,2003,2810
Virgil,February,2010,4359
Marion,May,2013,2899
Cecil,June,2020,4790
Leslie,July,2003,6650
Ronald,April,2019,6091
Leslie,August,2010,2402
Edgar,July,2007,2983
Willard,March,2005,5104
Virgil,April,2003,6524
Wilbur,February,2019,1724
Curtis,September,2010,3307
Lee,October,2001,2594
Bruce,September,2002,4559
Edgar,March,2003,5169
Arnold,January,2018,5459
Rudolph,November,2009,5514
Jimmie,October,2013,3274
Arnold,January,2015,2213
Everett,March,2017,7311
Eddie,April,2002,5378
Don,July,2014,626
Junior,June,2000,4090
Douglas,January,2012,2467
Bruce,April,2011,5918
Hugh,April,2015,2311
Everett,April,2011,3344
Jose,July,2017,4664
Johnnie,August,2003,6084
Rudolph,January,2019,4963
Rudolph,September,2012,5124
Gene,June,2003,369
Allen,January,2019,419
Jimmie,July,2016,6065
Milton,April,2010,7553
Bob,July,2013,4581
Milton,July,2000,7717
Benjamin,October,2000,1284
Don,January,2018,1777
Bruce,September,2002,6890
Harvey,March,2004,1363
Bob,May,2006,7669
Edgar,July,2012,2224
Wilbur,May,2013,5629
Eddie,January,2018,7341
Willard,August,2004,2301
Marion,November,2005,4649
Oscar,September,2013,2772
Martin,February,2007,6471
Hugh,June,2010,6295
Leslie,March,2018,7404
Edgar,February,2014,5319
Lee,August,2018,1246
Rudolph,March,2006,6749
Leslie,January,2013,7206
Milton,June,2014,6992
Claude,June,2018,360
Cecil,October,2005,7718
Oscar,March,2005,1493
Cecil,January,2007,6158
Hugh,May,2009,7286
Bobby,January,2014,6226
Manuel,November,2005,2708
Maurice,May,2004,5095
Bob,August,2004,7364
Allen,November,2019,4162
Jimmie,February,2011,2352
Marion,September,2014,7581
Jose,November,2015,6523
Oscar,October,2003,3478
Willard,September,2008,3538
Cecil,June,2015,1892
Victor,April,2001,971
Arnold,February,2010,5627
Leslie,April,2020,3958
Willard,May,2005,2590
Harvey,August,2007,2452
Bruce,March,2015,5592
Willard,February,2011,5677
Charlie,October,2019,6274
Bruce,July,2020,3301
Charlie,January,2019,3594
Leslie,September,2020,4435
Jerry,August,2011,7668
Allen,February,2016,6522
Gilbert,January,2020,7772
Sam,September,2019,360
Maurice,March,2000,6295
Don,January,2004,4807
Allen,April,2005,3893
Leslie,May,2017,6818
Victor,March,2018,5283
Oscar,August,2002,1573
Harvey,June,2012,293
Gene,June,2009,918
Maurice,September,2011,747
Leslie,May,2010,2963
Don,March,2010,7553
Bobby,August,2006,6488
Hugh,July,2012,3081
Rudolph,February,2004,4984
Johnnie,November,2009,3423
Allen,March,2009,7782
Dale,September,2006,4357
Dale,January,2018,517
Oscar,February,2003,5053
Willard,January,2001,5012
Jimmie,February,2001,782
Wallace,October,2019,7352
Jimmie,November,2018,4220
Rudolph,July,2003,7508
Virgil,June,2007,4639
Bobby,June,2006,427
Ronald,November,2019,3851
Virgil,September,2002,6441
Charlie,July,2007,6272
Wallace,August,2005,5449
Rudolph,November,2010,5960
Roger,January,2012,2445
Bruce,April,2016,4590
Bruce,October,2008,1839
Wilbur,February,2008,3673
Cecil,September,2019,1778
Harvey,July,2016,248
Willard,October,2018,1978
Chester,September,2000,664
Roger,May,2016,875
Cecil,October,2002,7833
Harvey,November,2012,4953
Charlie,August,2016,2397
Allen,June,2005,4224
Jesse,May,2019,7825
Harvey,September,2002,6992
Charlie,November,2010,1942
Eddie,January,2005,5580
Hugh,August,2020,2766
Lee,February,2019,1705
Lee,September,2009,3302
Claude,October,2006,1569
Leslie,April,2017,4192
Don,April,2005,4853
Claude,October,2012,3172
Milton,June,2020,3311
Victor,February,2003,3110
Wilbur,July,2011,5643
Eddie,February,2001,6236
Charlie,July,2007,7714
Allen,July,2012,817
Allen,July,2009,7136
Ronald,November,2011,2300
Claude,February,2006,2273
Charlie,October,2016,170
Victor,November,2013,3622
Jose,January,2010,1260
Allen,September,2003,2658
Rudolph,April,2018,4739
Manuel,November,2007,6453
Eddie,May,2017,4222
Douglas,March,2020,4097
Gilbert,October,2003,3898
Wilbur,March,2009,363
Bobby,June,2004,868
Charlie,April,2007,2866
Virgil,September,2007,3661
Benjamin,October,2004,7829
Allen,January,2010,3896
Roger,March,2009,1986
Leslie,February,2004,7038
Curtis,May,2013,5171
Sam,July,2005,7912
Allen,November,2013,311
Claude,June,2015,7603
Cecil,January,2019,1285
Ronald,July,2013,3598
Jessie,March,2020,5723
Lee,April,2010,1425
Jerome,July,2007,3189
Allen,July,2020,3823
Harvey,May,2002,5380
Homer,February,2004,536
Wallace,November,2013,809
Arnold,April,2003,6119
Charlie,August,2016,6128
Roland,March,2013,3914
Gene,August,2014,3403
Rudolph,January,2012,2817
Allen,September,2004,7335
Sam,February,2020,3327
Harvey,October,2000,4420
Roger,July,2017,4087
Harvey,August,2010,4382
Rudolph,October,2001,3958
Allen,June,2015,7429
Willard,March,2007,5332
Victor,January,2001,7530
Cecil,November,2013,192
Virgil,June,2009,4151
Marion,June,2006,1116
Homer,April,2016,2814
Milton,October,2007,2754
Rudolph,August,2002,856
Glen,September,2018,2001
Jessie,September,2005,5549
Jesse,March,2008,4837
Don,August,2006,4911
Jimmie,September,2002,2088
Chester,March,2019,2991
Rudolph,September,2009,6831
Gilbert,April,2008,3951
Rudolph,October,2015,4833
Oscar,August,2014,5270
Lee,March,2013,1106
Ronald,August,2006,5185
Don,September,2015,6514
Jerome,May,2000,3818
Charlie,August,2009,7972
Sam,May,2015,1432
Junior,March,2016,4872
Glen,February,2006,6654
Curtis,June,2017,3669
Everett,July,2000,7920
Jessie,August,2011,6168
Jose,April,2016,7905
Don,April,2019,3575
Bruce,May,2006,4614
Douglas,May,2019,2156
Willard,October,2015,6055
Charlie,November,2004,2471
Eddie,February,2020,1876
Bruce,January,2001,975
Jerome,September,2009,4206
Manuel,October,2000,7508
Don,January,2002,6394
Dale,June,2016,5989
Lewis,October,2012,7040
Ronald,February,2020,5966
Eddie,August,2010,7702
Don,June,2010,1817
Wilbur,September,2008,5099
Benjamin,November,2000,6085
Arnold,April,2005,1583
Jimmie,May,2007,223
Jerome,September,2003,6838
Glen,January,2008,6595
Wilbur,November,2008,2955
Milton,January,2011,5160
Willard,October,2007,2466
Bruce,August,2003,7837
Homer,August,2020,4443
Curtis,July,2018,832
Chester,August,2009,6852
Roger,March,2019,5174
Lee,August,2001,756
Junior,February,2004,4954
Bob,July,2020,4721
Wilbur,May,2009,5916
Jerome,June,2012,6101
Victor,April,2002,2985
Cecil,August,2017,6663
Milton,June,2019,4460
Oscar,November,2018,3198
Glen,January,2019,5360
Roland,November,2020,4131
Oscar,January,2019,2343
Harvey,August,2002,3912
Benjamin,May,2016,5062
Roger,May,2000,6817
Arnold,July,2010,2065
Marion,August,2013,1697
Milton,August,2013,7387
Oscar,November,2010,2328
Harvey,June,2018,5160
Bobby,March,2016,2672
Edgar,June,2003,3378
Roger,May,2004,2053
Jose,March,2008,2218
Manuel,October,2005,6186
Chester,March,2004,6220
Oscar,September,2013,5924
Harvey,May,2003,1118
Leslie,September,2009,1784
Wallace,October,2009,916
Maurice,November,2008,5621
Lewis,April,2002,2754
Wilbur,September,2012,3394
Bruce,April,2005,5190
Roger,June,2009,5107
Ronald,February,2002,1495
Roger,August,2013,6344
Gene,November,2010,5038
Jose,September,2004,4350
Roger,February,2002,3742
Leslie,October,2007,5154
Wallace,May,2006,1122
Victor,October,2011,6949
Everett,February,2004,6679
Roland,April,2000,3807
Chester,April,2008,6106
Rudolph,October,2011,273
Jimmie,May,2014,7656
Milton,January,2002,4601
Harvey,March,2004,5619
Edgar,May,2007,195
Willard,June,2004,371
Chester,August,2017,3823
Ronald,February,2018,7774
Oscar,February,2003,530
Edgar,April,2000,5321
Wallace,November,2000,6803
Manuel,July,2018,2903
Don,October,2020,5728
Douglas,April,2010,3198
Marion,October,2018,4288
Victor,February,2006,7517
Gene,July,2014,2224
Jimmie,July,2003,1883
Curtis,February,2012,7259
Benjamin,October,2013,1890
Curtis,June,2008,947
Jerry,September,2012,294
Cecil,June,2010,5027
Bobby,October,2015,265
Manuel,February,2015,1064
Allen,March,2016,6362
Glen,April,2018,229
Manuel,May,2013,4871
Allen,October,2019,1582
Allen,September,2003,6455
Dale,February,2013,6658
Wallace,September,2003,6527
Dale,August,2005,460
Wallace,October,2019,2183
Everett,April,2020,2356
Oscar,March,2008,3076
Cecil,April,2001,1164
Benjamin,June,2010,7663
Lewis,February,2006,590
Allen,April,2012,1237
Edgar,April,2012,4097
Rudolph,October,2016,4251
Cecil,September,2013,1234
Martin,May,2014,778
Arnold,August,2000,4604
Roger,August,2006,2437
Douglas,February,2015,176
Jerome,March,2013,3429
Arnold,August,2004,6800
Claude,June,2015,6826
Marion,August,2013,439
Eddie,January,2004,2713
Allen,July,2012,5676
Wallace,February,2016,5259
Wallace,February,2002,6389
Lewis,August,2008,5500
Jose,January,2011,4317
Virgil,January,2018,7829
Johnnie,July,2017,1250
Cecil,February,2018,6571
Gilbert,May,2018,4092
Jose,August,2001,6368
Roger,September,2002,5631
Edgar,November,2001,1670
Leslie,March,2005,818
Edgar,September,2008,7773
Jesse,August,2017,3950
Jose,September,2018,3062
Sam,February,2004,2494
Don,April,2016,2200
Jesse,March,2018,3169
Bob,February,2013,1531
Chester,October,2010,2422
Benjamin,May,2015,1833
Charlie,January,2006,2376
Hugh,November,2014,2091
Wallace,April,2017,4022
Leslie,June,2006,6030
Jose,June,2008,1682
Junior,October,2000,3127
Oscar,July,2000,417
Hugh,February,2002,5598
Bob,October,2010,1478
Bobby,July,2004,845
Sam,August,2018,7974
Ronald,May,2001,1412
Jesse,October,2020,4911
Wilbur,April,2019,1856
Everett,April,2015,498
Marion,June,2014,2775
Dale,August,2007,4096
Jesse,February,2018,3245
Jerome,October,2013,6310
Jessie,May,2018,7059
Homer,September,2019,6919
Maurice,October,2013,4215
Manuel,May,2017,7814
Harvey,March,2008,372
Glen,July,2005,1747
Bobby,February,2017,3509
Ronald,February,2009,7441
Johnnie,September,2001,5928
Victor,April,2015,4986
Manuel,March,2008,3456
Lewis,November,2018,1994
Wilbur,May,2006,3764
Wilbur,November,2011,5530
Lewis,March,2000,3837
Don,March,2003,4755
Roger,September,2000,2271
Edgar,November,2017,6383
Cecil,March,2001,950
Manuel,October,2019,678
Lewis,May,2006,4782
Bobby,October,2017,4852
Oscar,February,2009,4768
Leslie,September,2001,1124
Oscar,September,2018,6382
Jesse,June,2005,3860
Sam,August,2015,3463
Don,April,2014,1350
Johnnie,April,2019,2737
Hugh,September,2005,5096
Junior,June,2002,4039
Jerry,June,2007,6839
Glen,November,2013,2894
Hugh,February,2000,7917
Rudolph,November,2009,7265
Jose,April,2015,4464
Victor,October,2016,964
Chester,April,2002,4612
Claude,February,2007,1778
Rudolph,June,2003,5304
Junior,August,2007,3138
Wallace,February,2005,2127
Edgar,June,2015,532
Harvey,September,2017,5998
Johnnie,February,2000,2206
Jerome,May,2012,5168
Bobby,April,2000,1484
Allen,September,2004,4573
Rudolph,June,2014,3980
Douglas,November,2010,821
Hugh,March,2016,4031
Bob,July,2013,222
Virgil,May,2006,1395
Gene,April,2007,6063
Lee,November,2013,1241
Arnold,November,2000,6894
Charlie,March,2003,606
Bobby,January,2012,7906
Edgar,January,2004,5639
Roland,September,2004,1498
Bruce,January,2011,2538
Ronald,March,2015,1584
Cecil,November,2004,6209
Junior,May,2007,7870
Maurice,May,2010,1243
Ronald,August,2020,455
Ronald,May,2000,5008
Glen,January,2018,6323
Hugh,September,2010,1778
Claude,April,2018,3089
Harvey,January,2004,5217
Arnold,October,2009,2719
Wilbur,September,2005,7752
Curtis,October,2000,4500
Roger,October,2013,3816
Leslie,March,2018,5277
Milton,June,2017,197
Curtis,September,2004,2220
Gene,March,2007,6141
Jerome,February,2009,511
Everett,May,2000,3643
Charlie,August,2004,7320
Everett,August,2016,3260
Roger,August,2018,7273
Arnold,February,2015,3808
Arnold,August,2003,2577
Gilbert,April,2019,3678
Glen,July,2019,7096
Jerry,January,2020,3313
Maurice,January,2016,4602
Sam,May,2008,4300
Martin,February,2015,2444
Gene,April,2011,5829
Don,May,2008,4164
Jessie,May,2013,6319
Bruce,November,2008,5362
Junior,March,2006,2395
Wilbur,September,2013,5751
Eddie,November,2015,3539
Milton,June,2010,5235
Don,April,2020,4492
Leslie,April,2008,4144
Bob,January,2003,3425
Claude,January,2000,4651
Leslie,March,2007,2554
Wallace,November,2010,5896
Lee,February,2005,7275
Roland,October,2019,738
Oscar,November,2000,6297
Homer,May,2007,468
Lewis,March,2006,934
Charlie,July,2004,3233
Harvey,January,2008,7695
Jesse,March,2018,7374
Edgar,November,2008,7533
Claude,January,2008,5364
Benjamin,September,2001,1087
Victor,September,2015,6428
Wallace,June,2004,472
Bob,June,2004,3466
Johnnie,June,2014,4405
Charlie,March,2012,4880
Everett,January,2017,2292
Bobby,September,2016,3340
Leslie,September,2009,7765
Wilbur,May,2006,1710
Lewis,February,2020,3152
Eddie,February,2016,5724
Glen,November,2002,2973
Jimmie,May,2017,2396
Chester,October,2014,411
Ronald,March,2001,6510
Johnnie,July,2020,1852
Bruce,August,2019,4364
Cecil,May,2005,3249
Lee,June,2003,5636
Jesse,September,2013,223
Jesse,May,2005,858
Allen,August,2017,3534
Maurice,November,2010,6173
Harvey,September,2003,5390
Harvey,March,2005,4014
Wallace,August,2012,5147
Roland,October,2015,2880
Gilbert,January,2000,5270
Leslie,November,2018,5155
Claude,July,2019,5312
Wallace,November,2017,4426
Arnold,August,2014,6233
Bruce,September,2008,3765
Cecil,July,2000,4859
Jimmie,July,2000,4274
Jerome,June,2013,3541
Oscar,October,2007,4161
Victor,February,2017,7835
Claude,April,2002,575
Dale,September,2004,7783
Roland,November,2004,503
Everett,November,2015,4231
Cecil,September,2006,3604
Jessie,September,2019,4832
Harvey,April,2007,1485
Don,January,2009,3293
Jimmie,January,2012,4265
Cecil,February,2009,4064
Marion,May,2012,4244
Jesse,March,2006,1828
Bruce,March,2013,1159
Dale,January,2003,5619
Glen,April,2014,5845
Junior,April,2001,4379
Wallace,April,2008,5539
Edgar,July,2009,7997
Jessie,January,2016,5611
Edgar,February,2007,1217
Don,February,2000,3213
Martin,July,2001,830
Jessie,October,2014,7964
Bruce,August,2007,6667
Benjamin,September,2016,3626
Harvey,October,2009,928
Jimmie,March,2003,7364
Leslie,November,2017,291
Allen,January,2014,1120
Wallace,May,2015,2781
Jose,February,2003,1724
Lee,August,2017,3479
Gene,November,2011,2186
Johnnie,July,2018,4019
Homer,March,2000,973
Gilbert,May,2013,2941
Jerome,May,2011,1132
Rudolph,February,2020,3630
Lewis,October,2017,7593
Maurice,August,2006,6807
Sam,September,2001,7611
Don,February,2003,7566
Gene,September,2008,6560
Glen,January,2001,759
Rudolph,February,2004,5251
Douglas,March,2015,7086
Roland,June,2002,3392
Benjamin,October,2005,6161
Cecil,February,2008,5075
Maurice,March,2009,7723
Sam,August,2002,5748
Manuel,February,2015,2699
Jesse,August,2001,1672
Jimmie,November,2008,7175
Chester,October,2020,2735
Lee,September,2015,4611
Oscar,February,2014,4937
Marion,April,2009,4310
Johnnie,September,2019,4546
Jerome,November,2004,7845
Claude,October,2013,1461
Roland,September,2004,1087
Jose,January,2020,1975
Homer,April,2014,5174
Allen,March,2005,1071
Victor,February,2011,6685
Ronald,August,2015,2267
Maurice,April,2011,4734
Jerome,October,2004,6734
Bob,May,2013,354
Claude,November,2007,3935
Jerry,March,2013,1956
Cecil,April,2008,7038
Willard,October,2005,7037
Bob,February,2004,1144
Don,June,2009,3675
Arnold,March,2002,5797
Bruce,May,2007,5718
Lee,June,2009,5867
Jose,June,2013,7017
Maurice,January,2020,3243
Martin,March,2006,7515
Marion,May,2002,4530
Bob,May,2006,5719
Wilbur,July,2015,3980
Douglas,November,2019,1466
Don,April,2019,6965
Willard,March,2020,5880
Victor,July,2006,2271
Bruce,March,2020,1847
Milton,October,2009,2220
Jessie,May,2000,7268
Jose,August,2012,1592
Don,September,2020,2859
Gene,March,2006,7319
Don,June,2020,5539
Bob,June,2009,5365
Oscar,February,2007,2368
Virgil,November,2003,3894
Maurice,September,2016,5746
Johnnie,August,2008,4358
Victor,August,2007,506
Jose,November,2010,3187
Glen,May,2008,2951
Ronald,March,2004,7937
Don,April,2012,4488
Maurice,June,2000,2091
Roland,August,2007,6819
Leslie,August,2017,836
Leslie,May,2001,2955
Claude,February,2007,5366
Wilbur,February,2016,6098
Glen,January,2000,3559
Milton,April,2015,5416
Leslie,August,2019,4255
Eddie,November,2019,3008
Rudolph,March,2003,6882
Harvey,April,2012,4198
Martin,August,2014,1323
Jose,October,2007,3746
Bruce,October,2007,3525
Wilbur,June,2014,1284
Bobby,May,2013,2199
Sam,May,2014,7813
Jesse,May,2020,4603
Dale,August,2017,6673
Rudolph,April,2002,5120
Jessie,October,2006,7297
Martin,August,2015,1624
Maurice,January,2015,1001
Wilbur,March,2016,7923
Lee,October,2000,586
Jessie,May,2020,2910
Maurice,June,2012,4179
Douglas,August,2011,4987
Gene,March,2004,180
Sam,June,2017,6424
Lewis,January,2003,5844
Benjamin,May,2016,3243
Charlie,January,2014,1919
Virgil,June,2017,701
Marion,October,2002,5117
Maurice,August,2005,2809
Rudolph,April,2000,6959
Gene,June,2012,4146
Milton,May,2016,729
Curtis,May,2016,7393
Ronald,August,2016,2829
Gilbert,October,2015,4158
Jessie,August,2013,4081
Don,June,2007,7433
Gene,September,2003,4984
Rudolph,July,2009,7357
Lee,January,2012,1126
Harvey,October,2003,5549
Homer,July,2002,3370
Bruce,May,2003,5649
Roland,October,2019,2016
Ronald,July,2015,7917
Dale,March,2003,3639
Cecil,June,2000,6939
Benjamin,August,2002,7988
Gilbert,May,2000,6480
Harvey,October,2003,2037
Homer,May,2018,6678
Virgil,November,2019,7555
Bobby,August,2014,3117
Jessie,September,2003,7811
Roger,October,2013,2005
Bobby,September,2005,2120
Manuel,March,2010,4746
Glen,June,2018,3552
Gene,June,2002,7489
Harvey,January,2009,5980
Bob,April,2001,7870
Wilbur,July,2006,7528
Don,February,2010,7741
Roger,November,2008,7068
Benjamin,August,2013,881
Gene,March,2001,4344
Everett,March,2020,7339
Eddie,January,2010,920
Ronald,January,2006,4232
Martin,April,2019,3393
